,rank,name,net_worth (in billion $),age,country / territory,source,industry,"('age', 'net_worth (in billion $)')"
2353,2259.0,Cameron Winklevoss,1.2,41.0,United States,Cryptocurrency,Finance & Investments,41.0
2354,2259.0,Zhang Xuezheng,1.2,47.0,China,Telecom,Technology,47.0
2355,2259.0,Tope Awotona,1.2,41.0,United States,Software,Technology,41.0
2356,2259.0,Diego Della Valle,1.2,69.0,Italy,Shoes,Fashion & Retail,69.0
2357,2259.0,Balkrishan Goenka,1.2,56.0,India,Textiles,Manufacturing,56.0
2358,2259.0,Ke Guihua,1.2,57.0,China,Auto parts,Manufacturing,57.0
2359,2259.0,"Cargill MacMillan, III.",1.2,63.0,United States,Cargill,Food & Beverage,63.0
2360,2259.0,Jonathan Oringer,1.2,48.0,United States,Stock photos,Technology,48.0
2361,2259.0,Dhruv Sawhney,1.2,78.0,India,"Engineering, sugar",Construction & Engineering,78.0
2362,2259.0,Luc Tack,1.2,61.0,Belgium,"Textile, chemicals",Manufacturing,61.0
2363,2259.0,Drorit Wertheim,1.2,67.0,Israel,Coca Cola Israel,Food & Beverage,67.0
2364,2259.0,Zan Shengda,1.2,60.0,China,Diversified,Diversified,60.0
2365,2259.0,Michael Arougheti,1.2,50.0,United States,Finance,Finance & Investments,50.0
2366,2259.0,Darwin Deason,1.2,82.0,United States,Software,Service,82.0
2367,2259.0,Dan Gertler,1.2,49.0,Israel,Mining,Metals & Mining,49.0
2368,2259.0,Kim Kardashian,1.2,42.0,United States,"Shapewear, cosmetics, reality TV",Fashion & Retail,42.0
2369,2259.0,Frederic Luddy,1.2,68.0,United States,Software,Technology,68.0
2370,2259.0,Axel Oberwelland & family,1.2,56.0,Germany,Candy,Food & Beverage,56.0
2371,2259.0,Francesco Saputo,1.2,65.0,Canada,Cheese,Food & Beverage,65.0
2372,2259.0,Eddy Sugianto,1.2,77.0,Indonesia,Coal,Metals & Mining,77.0
2373,2259.0,J. Wayne Weaver,1.2,87.0,United States,Shoes,Diversified,87.0
2374,2259.0,Matei Zaharia,1.2,37.0,Romania,Data analytics,Technology,37.0
2375,2259.0,Zhu Xingliang,1.2,63.0,China,Construction,Construction & Engineering,63.0
2376,2259.0,Friederike Braun-Luedicke,1.2,39.0,Germany,Medical technology,Healthcare,39.0
2377,2259.0,Fang Hongbo,1.2,56.0,China,Home appliances,Manufacturing,56.0
2378,2259.0,Huang Guanlin,1.2,58.0,China,"Textiles, apparel",Fashion & Retail,58.0
2379,2259.0,Li Li,1.2,59.0,China,Pharmaceuticals,Healthcare,59.0
2380,2259.0,Alan Miller & family,1.2,85.0,United States,Healthcare services,Healthcare,85.0
2381,2259.0,Andrei Rappoport,1.2,59.0,Russia,Investments,Finance & Investments,59.0
2382,2259.0,Mike Speiser,1.2,52.0,United States,Software,Technology,52.0
2383,2259.0,Thongma Vijitpongpun,1.2,65.0,Thailand,Real estate,Real Estate,65.0
2384,2259.0,Xu Shijun & family,1.2,60.0,China,Manufacturing,Manufacturing,60.0
2385,2259.0,Eva Maria Braun-Luedicke,1.2,36.0,Germany,Medical technology,Healthcare,36.0
2386,2259.0,Jose Ermirio de Moraes Neto,1.2,70.0,Brazil,Diversified,Diversified,70.0
2387,2259.0,Lawrence Ho,1.2,46.0,Hong Kong,Casinos,Gambling & Casinos,46.0
2388,2259.0,Li Guoqing,1.2,53.0,China,Petro Fibre,Manufacturing,53.0
2389,2259.0,Jeffrey Michael & family,1.2,66.0,United States,Data management,Technology,66.0
2390,2259.0,Jimmy Rane,1.2,76.0,United States,Lumber,Manufacturing,76.0
2391,2259.0,Abhay Soi,1.2,49.0,India,Healthcare,Healthcare,49.0
2392,2259.0,Sandro Veronesi & family,1.2,63.0,Italy,Fashion,Fashion & Retail,63.0
2393,2259.0,Xu Jin,1.2,58.0,China,Wine,Food & Beverage,58.0
2394,2259.0,Sanjay Agarwal,1.2,52.0,India,Banking,Finance & Investments,52.0
2395,2259.0,Jeffrey Cheah,1.2,78.0,Malaysia,"Property, healthcare",Real Estate,78.0
2396,2259.0,David Feffer,1.2,66.0,Brazil,Pulp and paper,Manufacturing,66.0
2397,2259.0,Sam Hupert,1.2,68.0,Australia,Technology,Technology,68.0
2398,2259.0,Li Ruiqiang,1.2,43.0,China,Medical services,Healthcare,43.0
2399,2259.0,Ulrich Mommert & family,1.2,82.0,Austria,Lighting,Automotive,82.0
2400,2259.0,Hugo Ribeiro & family,1.2,65.0,Brazil,Agribusiness,Food & Beverage,65.0
2401,2259.0,Marco Squinzi,1.2,51.0,Italy,Chemical products,Construction & Engineering,51.0
2402,2259.0,Thomas von Koch,1.2,57.0,Sweden,Asset management,Finance & Investments,57.0
2403,2259.0,Wanmao Xu,1.2,78.0,China,Education,Service,78.0
2404,2405.0,Cho Jyh-jer,1.1,65.0,Taiwan,Semiconductors,Technology,65.0
2405,2405.0,Rahul Gautam,1.1,70.0,India,Mattresses,Fashion & Retail,70.0
2406,2405.0,Chatchai Kaewbootta,1.1,71.0,Thailand,Auto loans,Finance & Investments,71.0
2407,2405.0,Lee Joong-keun,1.1,82.0,South Korea,"Construction, real estate",Construction & Engineering,82.0
2408,2405.0,Adrian Paval,1.1,54.0,Romania,Retail,Fashion & Retail,54.0
2409,2405.0,Sun Hongjun,1.1,49.0,China,Semiconductors,Technology,49.0
2410,2405.0,Tiger Woods,1.1,47.0,United States,Golf,Sports,47.0
2411,2405.0,Zhang Xuansong,1.1,51.0,China,Supermarkets,Fashion & Retail,51.0
2412,2405.0,Thomas Bruch,1.1,72.0,Germany,Retail,Fashion & Retail,72.0
2413,2405.0,Weili Dai,1.1,61.0,United States,Semiconductors,Technology,61.0
2414,2405.0,David Golub,1.1,60.0,United States,Private equity,Finance & Investments,60.0
2415,2405.0,Nikhil Kamath,1.1,36.0,India,Financial services,Finance & Investments,36.0
2416,2405.0,Nancy Lerner,1.1,62.0,United States,"Banking, credit cards",Finance & Investments,62.0
2417,2405.0,Antonio Percassi,1.1,69.0,Italy,"Real estate, diversified",Diversified,69.0
2418,2405.0,Sun Weijie,1.1,59.0,China,Oilfield equipment,Manufacturing,59.0
2419,2405.0,Horst Wortmann,1.1,81.0,Germany,Footwear,Fashion & Retail,81.0
2420,2405.0,Zhang Xuewu,1.1,48.0,China,Snacks,Food & Beverage,48.0
2421,2405.0,Marina Budiman,1.1,61.0,Indonesia,Data centers,Technology,61.0
2422,2405.0,Carmen Daurella Aguilera,1.1,65.0,Spain,Coca-Cola bottler,Food & Beverage,65.0
2423,2405.0,Pavel Golubkov,1.1,47.0,Russia,"Building, development",Real Estate,47.0
2424,2405.0,Jonas Kamprad,1.1,57.0,Sweden,IKEA,Finance & Investments,57.0
2425,2405.0,Norma Lerner,1.1,87.0,United States,Banking,Finance & Investments,87.0
2426,2405.0,Kevin Plank,1.1,50.0,United States,Under Armour,Fashion & Retail,50.0
2427,2405.0,Sehat Sutardja,1.1,61.0,United States,Semiconductors,Technology,61.0
2428,2405.0,Wu Kaiting,1.1,53.0,Hong Kong,Electronics,Telecom,53.0
2429,2405.0,Zhu Yiming,1.1,50.0,China,Semiconductors,Technology,50.0
2430,2405.0,Henadiy Boholyubov,1.1,61.0,Ukraine,"Banking, investments",Diversified,61.0
2431,2405.0,Liying Chen,1.1,47.0,China,Package delivery,Logistics,47.0
2432,2405.0,Robert Fisher,1.1,69.0,United States,Gap,Fashion & Retail,69.0
2433,2405.0,Huang Shan,1.1,52.0,China,Software,Technology,52.0
2434,2405.0,Andrei Kosogov,1.1,62.0,Russia,Banking,Energy,62.0
2435,2405.0,Renu Munjal,1.1,68.0,India,Two wheelers,Automotive,68.0
2436,2405.0,Michael Spencer,1.1,67.0,United Kingdom,Stock exchange,Finance & Investments,67.0
2437,2405.0,Long Wan,1.1,82.0,China,Food,Food & Beverage,82.0
2438,2405.0,Yeh Kuo-I,1.1,81.0,Taiwan,Manufacturing,Manufacturing,81.0
2439,2405.0,Lloyd Blankfein,1.1,68.0,United States,Banking,Finance & Investments,68.0
2440,2405.0,Gang Chen,1.1,55.0,China,Solar energy,Energy,55.0
2441,2405.0,Paul Fireman,1.1,79.0,United States,Reebok,Fashion & Retail,79.0
2442,2405.0,David Hindawi,1.1,78.0,United States,Software,Technology,78.0
2443,2405.0,Koo Bon-sik,1.1,64.0,South Korea,LG,Technology,64.0
2444,2405.0,Pawan Munjal,1.1,68.0,India,Two wheelers,Automotive,68.0
2445,2405.0,Dean Solon,1.1,58.0,United States,Solar systems,Energy,58.0
2446,2405.0,Peter-Alexander Wacker,1.1,71.0,Germany,Chemicals,Manufacturing,71.0
2447,2405.0,Yanqiao Ye,1.1,53.0,China,Soy sauce,Food & Beverage,53.0
2448,2405.0,Sara Blakely,1.1,52.0,United States,Spanx,Fashion & Retail,52.0
2449,2405.0,Chen Baohua,1.1,61.0,China,Pharmaceutical,Healthcare,61.0
2450,2405.0,Gleb Fetisov,1.1,56.0,Russia,Investments,Telecom,56.0
2451,2405.0,Michaela Herz,1.1,65.0,Germany,Coffee,Finance & Investments,65.0
2452,2405.0,Carsten Koerl,1.1,58.0,Germany,Sports data,Sports,58.0
2453,2405.0,Soichiro Minami,1.1,46.0,Japan,Internet and software,Technology,46.0
2454,2405.0,Rajesh Sharma,1.1,53.0,India,Finance,Finance & Investments,53.0
2455,2405.0,Arkady Volozh,1.1,59.0,Russia,Search engine,Technology,59.0
2456,2405.0,Ye Qiongjiu,1.1,68.0,China,Software,Technology,68.0
2457,2405.0,Abigail Bennett,1.1,42.0,United States,Liquor,Food & Beverage,42.0
2458,2405.0,Chang Jing,1.1,40.0,China,Technology,Technology,40.0
2459,2405.0,Ruben Feffer,1.1,53.0,Brazil,Pulp and paper,Manufacturing,53.0
2460,2405.0,Christian Herz,1.1,65.0,Germany,Coffee,Finance & Investments,65.0
2461,2405.0,Kangbao Ke & family,1.1,60.0,China,Retailing,Healthcare,60.0
2462,2405.0,Lyu Yixiong,1.1,60.0,China,Cosmetics,Fashion & Retail,60.0
2463,2405.0,Paul Sciarra,1.1,42.0,United States,Pinterest,Technology,42.0
2464,2405.0,Tung Ching Sai,1.1,58.0,China,Manufacturing,Manufacturing,58.0
2465,2405.0,Yao Hsiao Tung,1.1,83.0,Singapore,Manufacturing,Manufacturing,83.0
2466,2405.0,Joseph Bae,1.1,51.0,United States,Private equity,Finance & Investments,51.0
2467,2405.0,Marina Caprotti,1.1,45.0,Italy,Supermarkets,Food & Beverage,45.0
2468,2405.0,Daniel Feffer,1.1,63.0,Brazil,Pulp and paper,Manufacturing,63.0
2469,2405.0,He Zuxun,1.1,57.0,China,Pig breeding,Food & Beverage,57.0
2470,2405.0,Ali Metin Kazanci,1.1,88.0,Turkey,Energy,Energy,88.0
2471,2405.0,Lu Rongfu,1.1,52.0,China,Telecommunication,Telecom,52.0
2472,2405.0,Matthew Roszak,1.1,50.0,United States,Cryptocurrency,Finance & Investments,50.0
2473,2405.0,Tsao Ter-fung,1.1,76.0,Taiwan,Food,Food & Beverage,76.0
2474,2405.0,Xue Jiping,1.1,72.0,China,Cable,Telecom,72.0
2475,2405.0,Prem Kumar Arora,1.1,84.0,India,Pharmaceuticals,Healthcare,84.0
2476,2405.0,Giuliana Caprotti,1.1,82.0,Italy,Supermarkets,Food & Beverage,82.0
2477,2405.0,Gabriel Escarrer,1.1,88.0,Spain,Hotels,Service,88.0
2478,2405.0,Polys Haji-Ioannou,1.1,63.0,Cyprus,EasyJet,Service,63.0
2479,2405.0,Sunjay Kapur,1.1,51.0,United States,Auto parts,Automotive,51.0
2480,2405.0,Jeffrey Lorberbaum,1.1,68.0,United States,Flooring,Manufacturing,68.0
2481,2405.0,Helena Revoredo,1.1,76.0,Spain,Security services,Service,76.0
2482,2405.0,Vonnarat Tangkaravakoon,1.1,51.0,Thailand,"Wire & cables, paints",Manufacturing,51.0
2483,2405.0,Xu Jiangnan,1.1,61.0,China,Vitamins,Healthcare,61.0
2484,2405.0,Farkhad Akhmedov,1.1,67.0,Russia,Investments,Energy,67.0
2485,2405.0,Cao Kejian,1.1,60.0,China,Air compressors,Manufacturing,60.0
2486,2405.0,Henry Engelhardt,1.1,65.0,United States,Insurance,Finance & Investments,65.0
2487,2405.0,Said Gutseriev,1.1,34.0,Russia,"Retail, investments",Energy,34.0
2488,2405.0,Fumio Kaneko,1.1,66.0,Japan,Waste management,Service,66.0
2489,2405.0,Lin Zhixiong & family,1.1,49.0,China,Medical devices,Healthcare,49.0
2490,2405.0,Rao Wei & family,1.1,58.0,China,Pharmaceuticals,Healthcare,58.0
2491,2405.0,Tang Aoqi & family,1.1,77.0,China,Auto parts,Automotive,77.0
2492,2405.0,Xiu Laigui,1.1,68.0,China,Pharmaceuticals,Healthcare,68.0
2493,2405.0,Hari Krishan Agarwal,1.1,66.0,India,Sports shoes,Fashion & Retail,66.0
2494,2405.0,Cai Hongbin,1.1,65.0,China,Pharmaceuticals,Healthcare,65.0
2495,2405.0,Shlomo Eliahu,1.1,87.0,Israel,Insurance,Finance & Investments,87.0
2496,2405.0,Philip Green,1.1,65.0,United Kingdom,Fashion retail,Fashion & Retail,65.0
2497,2405.0,Peter Kamprad,1.1,59.0,Sweden,IKEA,Finance & Investments,59.0
2498,2405.0,Lin Zhijun,1.1,47.0,China,Medical devices,Healthcare,47.0
2499,2405.0,Pu Zhongjie & family,1.1,60.0,China,Medical equipment,Healthcare,60.0
2500,2405.0,Tan Yu Yeh,1.1,52.0,Malaysia,Retail,Fashion & Retail,52.0
2501,2405.0,Wu Xiangdong,1.1,54.0,China,Consumer,Food & Beverage,54.0
2502,2405.0,Zhuo Jun,1.1,57.0,Hong Kong,Printed circuit boards,Manufacturing,57.0
2503,2405.0,Pradip Burman,1.1,80.0,India,Consumer goods,Food & Beverage,80.0
2504,2405.0,Deng Yingzhong,1.1,72.0,China,Paper,Manufacturing,72.0
2505,2405.0,Cristina Green,1.1,65.0,United Kingdom,Fashion retail,Fashion & Retail,65.0
2506,2405.0,Mathias Kamprad,1.1,53.0,Sweden,IKEA,Finance & Investments,53.0
2507,2405.0,Randolph Lerner,1.1,61.0,United States,"Banking, credit cards",Finance & Investments,61.0
2508,2405.0,G.V. Prasad,1.1,62.0,India,Pharmaceuticals,Healthcare,62.0
2509,2405.0,Min-Liang Tan,1.1,45.0,Singapore,Gaming,Media & Entertainment,45.0
2510,2405.0,Wu Li-gann,1.1,82.0,Taiwan,Electronic components,Manufacturing,82.0
2511,2405.0,Zhu Zhaojiang,1.1,49.0,China,Smartphones,Manufacturing,49.0
2512,2405.0,Oleg Boyko,1.1,58.0,Russia,Diversified,Diversified,58.0
2513,2405.0,Chen Xueling,1.1,55.0,China,Stationery,Manufacturing,55.0
2514,2405.0,Donald Friese,1.1,82.0,United States,Manufacturing,Manufacturing,82.0
2515,2405.0,Hiroshi Ishibashi,1.1,76.0,Japan,Tires,Automotive,76.0
2516,2405.0,Arvind Lal,1.1,73.0,India,Medical diagnostics,Healthcare,73.0
2517,2405.0,Dmitry Nikolaev,1.1,56.0,Russia,Coal,Energy,56.0
2518,2405.0,Zachary Stern,1.1,41.0,United States,Liquor,Food & Beverage,41.0
2519,2405.0,Lars Wingefors,1.1,46.0,Sweden,Video games,Media & Entertainment,46.0
2520,2405.0,Zeng Chaolin,1.1,40.0,China,Aluminium,Metals & Mining,40.0
2521,2405.0,Stephane Bonvin,1.1,56.0,Switzerland,Real estate,Real Estate,56.0
2522,2405.0,Tony Chen,1.1,73.0,Taiwan,Electronics,Technology,73.0
2523,2405.0,Bernd Freier,1.1,66.0,Germany,Fashion retail,Fashion & Retail,66.0
2524,2405.0,Huang Xiaofen & family,1.1,61.0,China,Printed circuit boards,Technology,61.0
2525,2405.0,Yogesh Kothari,1.1,74.0,India,Specialty chemicals,Manufacturing,74.0
2526,2405.0,Suman Munjal,1.1,70.0,India,Motorcycles,Automotive,70.0
2527,2405.0,Joseph Steinberg,1.1,79.0,United States,Investments,Finance & Investments,79.0
2528,2405.0,Wang Han,1.1,35.0,China,Airline,Diversified,35.0
2529,2405.0,Yu Faxiang,1.1,51.0,China,"Tourism, cultural industry",Media & Entertainment,51.0
2530,2405.0,Ryan Breslow,1.1,28.0,United States,E-commerce software,Technology,28.0
2531,2405.0,Cheng Lili,1.1,58.0,China,Poultry breeding,Food & Beverage,58.0
2532,2405.0,Gan Zhongru,1.1,74.0,China,Pharmaceuticals,Healthcare,74.0
2533,2405.0,Masayuki Ishihara,1.1,74.0,Japan,Pachinko machines,Gambling & Casinos,74.0
2534,2405.0,Manuel Lao Hernández,1.1,78.0,Spain,Casinos,Gambling & Casinos,78.0
2535,2405.0,Sjamsul Nursalim,1.1,81.0,Indonesia,"Tires, retail",Automotive,81.0
2536,2405.0,Manny Stul,1.1,73.0,Australia,Toys,Manufacturing,73.0
2537,2405.0,Allan Wong,1.1,73.0,Hong Kong,Electronics,Manufacturing,73.0
2538,2405.0,Kapeng Zhang,1.1,58.0,China,Building materials,Construction & Engineering,58.0
2539,2540.0,Edouard Carmignac,1.0,75.0,France,Asset management,Finance & Investments,75.0
2540,2540.0,Feng Yuxia,1.0,58.0,China,Pharmaceuticals,Healthcare,58.0
2541,2540.0,Hedda im Brahm-Droege,1.0,68.0,Germany,Investments,Finance & Investments,68.0
2542,2540.0,Richard Kurtz,1.0,82.0,United States,Real estate,Real Estate,82.0
2543,2540.0,Lu Yonghua & family,1.0,59.0,China,Electronics,Technology,59.0
2544,2540.0,Toto Wolff,1.0,51.0,Austria,Sports,Sports,51.0
2545,2540.0,Scott Smith,1.0,73.0,United States,Cloud computing,Technology,73.0
2546,2540.0,Chang Kuo-Ming,1.0,65.0,Taiwan,Transportation,Logistics,65.0
2547,2540.0,Benedicte Find,1.0,68.0,Denmark,Medical devices,Healthcare,68.0
2548,2540.0,Inder Jaisinghani,1.0,70.0,India,Cables & wires,Manufacturing,70.0
2549,2540.0,Lev Kvetnoi,1.0,57.0,Russia,Cement,Finance & Investments,57.0
2550,2540.0,Ma Xiuhui,1.0,52.0,China,LED lighting,Manufacturing,52.0
2551,2540.0,Petter Stordalen & family,1.0,60.0,Norway,Hotels,Service,60.0
2552,2540.0,Franziska Wuerbser,1.0,35.0,Germany,Kitchen appliances,Manufacturing,35.0
2553,2540.0,Lu Yonghua & family,1.0,59.0,China,Electronics,Technology,59.0
2554,2540.0,Chen Jiancheng,1.0,64.0,China,Manufacturing,Manufacturing,64.0
2555,2540.0,William Fisher,1.0,66.0,United States,Gap,Fashion & Retail,66.0
2556,2540.0,LeBron James,1.0,38.0,United States,Basketball,Sports,38.0
2557,2540.0,Michiel Le Roux,1.0,73.0,South Africa,Banking,Finance & Investments,73.0
2558,2540.0,Apoorva Mehta,1.0,36.0,Canada,Grocery delivery service,Technology,36.0
2559,2540.0,Ivan Streshinsky,1.0,53.0,Russia,"Metals, telecom",Diversified,53.0
2560,2540.0,Xie Bingzheng & family,1.0,54.0,China,Apparel,Fashion & Retail,54.0
2561,2540.0,Ma Xiuhui,1.0,52.0,China,LED lighting,Manufacturing,52.0
2562,2540.0,Ludwig Theodor Braun,1.0,33.0,Germany,Medical technology,Healthcare,33.0
2563,2540.0,Turgay Ciner,1.0,67.0,Turkey,Diversified,Diversified,67.0
2564,2540.0,Hong Feng,1.0,46.0,China,Smartphones,Technology,46.0
2565,2540.0,Ihor Kolomoyskyy,1.0,60.0,Israel,"Banking, investments",Diversified,60.0
2566,2540.0,George Sakellaris,1.0,76.0,United States,Energy services,Energy,76.0
2567,2540.0,Wang Jianfeng & family,1.0,53.0,China,Auto parts,Automotive,53.0
2568,2540.0,Vera Rechulski Santo Domingo,1.0,74.0,Brazil,Beer,Food & Beverage,74.0
2569,2540.0,Karl Friedrich Braun,1.0,40.0,Germany,Medical technology,Healthcare,40.0
2570,2540.0,Pollyanna Chu,1.0,64.0,Hong Kong,"Financial services, property",Finance & Investments,64.0
2571,2540.0,Ghan Djoe Hiang,1.0,79.0,Indonesia,Coal,Energy,79.0
2572,2540.0,Kim Jung-woong,1.0,48.0,South Korea,Cosmetics,Fashion & Retail,48.0
2573,2540.0,Vera Rechulski Santo Domingo,1.0,74.0,Brazil,Beer,Food & Beverage,74.0
2574,2540.0,Wan Feng & family,1.0,54.0,China,Medical equipment,Healthcare,54.0
2575,2540.0,Inigo Zobel,1.0,66.0,Philippines,Diversified,Diversified,66.0
2576,2540.0,Réal Plourde,1.0,65.0,Canada,Convenience stores,Fashion & Retail,65.0
2577,2540.0,Johanna Braun,1.0,43.0,Germany,Medical technology,Healthcare,43.0
2578,2540.0,John Christodoulou,1.0,57.0,United Kingdom,Real estate,Real Estate,57.0
2579,2540.0,He Yamin & family,1.0,66.0,China,Manufacturing,Manufacturing,66.0
2580,2540.0,Muhammed Aziz Khan,1.0,68.0,Bangladesh,Power,Energy,68.0
2581,2540.0,Réal Plourde,1.0,65.0,Canada,Convenience stores,Fashion & Retail,65.0
2582,2540.0,Shigefumi Wada,1.0,70.0,Japan,Software,Technology,70.0
2583,2540.0,Zhang Guiping & family,1.0,71.0,China,Real estate,Real Estate,71.0
2584,2540.0,Tyler Perry,1.0,53.0,United States,"Movies, television",Media & Entertainment,53.0
2585,2540.0,Anna Maria Braun,1.0,44.0,Germany,Medical technology,Healthcare,44.0
2586,2540.0,Kochouseph Chittilappilly,1.0,72.0,India,Electrical appliances,Manufacturing,72.0
2587,2540.0,Hang Hong,1.0,55.0,China,Machinery,Manufacturing,55.0
2588,2540.0,Brad Keywell,1.0,53.0,United States,"Software, investments",Technology,53.0
2589,2540.0,Tyler Perry,1.0,53.0,United States,"Movies, television",Media & Entertainment,53.0
2590,2540.0,Murat Vargi,1.0,75.0,Turkey,Telecom,Telecom,75.0
2591,2540.0,Zhang Gongyun,1.0,60.0,China,Tyre manufacturing machinery,Manufacturing,60.0
2592,2540.0,Stanley Motta,1.0,77.0,Panama,Finance,Finance & Investments,77.0
2593,2540.0,Ryuji Arai,1.0,76.0,Japan,Retail,Fashion & Retail,76.0
2594,2540.0,Cheng Antares,1.0,65.0,Hong Kong,Liquor,Food & Beverage,65.0
2595,2540.0,Stelios Haji-Ioannou,1.0,56.0,Cyprus,EasyJet,Service,56.0
2596,2540.0,Ken Kendrick,1.0,79.0,United States,"Banking, sports team",Sports,79.0
2597,2540.0,Stanley Motta,1.0,77.0,Panama,Finance,Finance & Investments,77.0
2598,2540.0,Kenzo Tsujimoto,1.0,82.0,Japan,Video games,Media & Entertainment,82.0
2599,2540.0,"Richard Yuengling, Jr.",1.0,80.0,United States,Beer,Food & Beverage,80.0
2600,2540.0,Fulvio Montipò & family,1.0,78.0,Italy,Hydraulic pumps,Manufacturing,78.0
2601,2540.0,Christian Angermayer,1.0,44.0,Germany,Investments,Finance & Investments,44.0
2602,2540.0,Yuantai Chen,1.0,55.0,China,Batteries,Energy,55.0
2603,2540.0,Clelia Haji-Ioannou,1.0,52.0,Cyprus,EasyJet,Service,52.0
2604,2540.0,Marcelo Kalim,1.0,53.0,Brazil,Banking,Finance & Investments,53.0
2605,2540.0,Fulvio Montipò & family,1.0,78.0,Italy,Hydraulic pumps,Manufacturing,78.0
2606,2540.0,David Tran & family,1.0,77.0,United States,Hot sauce,Food & Beverage,77.0
2607,2540.0,Yu Rong,1.0,51.0,China,Health clinics,Healthcare,51.0
2608,2540.0,Andrei Molchanov,1.0,51.0,Russia,Construction materials,Construction & Engineering,51.0
2609,2540.0,Manohar Lal Agarwal,1.0,68.0,India,Snacks,Food & Beverage,68.0
2610,2540.0,Tianqiao Chen,1.0,49.0,China,Online games,Technology,49.0
2611,2540.0,Sven Hagströmer,1.0,79.0,Sweden,Financial services,Finance & Investments,79.0
2612,2540.0,Ashok Kajaria,1.0,75.0,India,Tiles,Manufacturing,75.0
2613,2540.0,Loo Choon Yong,1.0,74.0,Singapore,Healthcare,Healthcare,74.0
2614,2540.0,Andrei Molchanov,1.0,51.0,Russia,Construction materials,Construction & Engineering,51.0
2615,2540.0,Haryanto Tjiptodihardjo,1.0,59.0,Indonesia,Manufacturing,Manufacturing,59.0
2616,2540.0,Yi Xianzhong & family,1.0,63.0,China,Pharmaceuticals,Healthcare,63.0
2617,2540.0,Ulrike Meister,1.0,56.0,Germany,Appliances,Manufacturing,56.0
2618,2540.0,Chen Shiliang,1.0,59.0,China,Polyester,Manufacturing,59.0
2619,2540.0,Jianming Geng,1.0,60.0,China,Real estate,Real Estate,60.0
2620,2540.0,Morris Kahn,1.0,93.0,Israel,Software,Technology,93.0
2621,2540.0,Liu Baolin,1.0,69.0,China,Pharmacies,Fashion & Retail,69.0
